course_id,course_code,docebo_code,course_name,test_id,test_name,question_title,type,answer_title,is_correct,score_if_correct,status,message,updated
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Quality requires the efforts and participation of everyone in the healthcare facility.,choice,TRUE,True,100,SUCCESS: 200,"New Test with ID 3 has been created. New Question with ID 15 has been created (Test ID 3). New Answer with ID 43 has been created (Test ID 3, Question ID 15).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Quality requires the efforts and participation of everyone in the healthcare facility.,choice,FALSE,False,0,SUCCESS: 200,"New Answer with ID 44 has been created (Test ID 3, Question ID 15).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,A failure mode and effects analysis tried to predict failures before they occur.,choice,TRUE,True,100,SUCCESS: 200,"New Question with ID 16 has been created (Test ID 3). New Answer with ID 45 has been created (Test ID 3, Question ID 16).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,A failure mode and effects analysis tried to predict failures before they occur.,choice,FALSE,False,0,SUCCESS: 200,"New Answer with ID 46 has been created (Test ID 3, Question ID 16).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,The International Standards Organization uses routine and unannounced inspections to monitor standards in healthcare facilities.,choice,TRUE,False,0,SUCCESS: 200,"New Question with ID 17 has been created (Test ID 3). New Answer with ID 47 has been created (Test ID 3, Question ID 17).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,The International Standards Organization uses routine and unannounced inspections to monitor standards in healthcare facilities.,choice,FALSE,True,100,SUCCESS: 200,"New Answer with ID 48 has been created (Test ID 3, Question ID 17).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Quality processes are limited to administration and the risk management department.,choice,TRUE,False,0,SUCCESS: 200,"New Question with ID 18 has been created (Test ID 3). New Answer with ID 49 has been created (Test ID 3, Question ID 18).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Quality processes are limited to administration and the risk management department.,choice,FALSE,True,100,SUCCESS: 200,"New Answer with ID 50 has been created (Test ID 3, Question ID 18).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Quality management is patient focused.,choice,TRUE,True,100,SUCCESS: 200,"New Question with ID 19 has been created (Test ID 3). New Answer with ID 51 has been created (Test ID 3, Question ID 19).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Quality management is patient focused.,choice,FALSE,False,0,SUCCESS: 200,"New Answer with ID 52 has been created (Test ID 3, Question ID 19).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Providing quality products and services directly impacts patient outcomes.,choice,TRUE,True,100,SUCCESS: 200,"New Question with ID 20 has been created (Test ID 3). New Answer with ID 53 has been created (Test ID 3, Question ID 20).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Providing quality products and services directly impacts patient outcomes.,choice,FALSE,False,0,SUCCESS: 200,"New Answer with ID 54 has been created (Test ID 3, Question ID 20).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Customer surveys are ineffective tools in establishing Central Service quality processes.,choice,TRUE,False,0,SUCCESS: 200,"New Question with ID 21 has been created (Test ID 3). New Answer with ID 55 has been created (Test ID 3, Question ID 21).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Customer surveys are ineffective tools in establishing Central Service quality processes.,choice,FALSE,True,100,SUCCESS: 200,"New Answer with ID 56 has been created (Test ID 3, Question ID 21).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,"If everyone develops a quality-driven focus, written policies and procedures are not necessary in the Central Service department.",choice,TRUE,False,0,SUCCESS: 200,"New Question with ID 22 has been created (Test ID 3). New Answer with ID 57 has been created (Test ID 3, Question ID 22).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,"If everyone develops a quality-driven focus, written policies and procedures are not necessary in the Central Service department.",choice,FALSE,True,100,SUCCESS: 200,"New Answer with ID 58 has been created (Test ID 3, Question ID 22).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,A root cause analysis is a proactive approach to quality.,choice,TRUE,False,0,SUCCESS: 200,"New Question with ID 23 has been created (Test ID 3). New Answer with ID 59 has been created (Test ID 3, Question ID 23).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,A root cause analysis is a proactive approach to quality.,choice,FALSE,True,100,SUCCESS: 200,"New Answer with ID 60 has been created (Test ID 3, Question ID 23).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Not following established policies and procedures will result in a lower quality program.,choice,TRUE,True,100,SUCCESS: 200,"New Question with ID 24 has been created (Test ID 3). New Answer with ID 61 has been created (Test ID 3, Question ID 24).",True
1018,ILT-0000-3732,Elearning-0000-171,CERTIFIED STROKE CENTERS,n13478,CERTIFIED STROKE CENTERS- n13478,Not following established policies and procedures will result in a lower quality program.,choice,FALSE,False,0,SUCCESS: 200,"New Answer with ID 62 has been created (Test ID 3, Question ID 24).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Formal training should occur,choice,a.	For new employees,False,0,SUCCESS: 200,"New Test with ID 4 has been created. New Question with ID 25 has been created (Test ID 4). New Answer with ID 63 has been created (Test ID 4, Question ID 25).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Formal training should occur,choice,b.	At least monthly,False,0,SUCCESS: 200,"New Answer with ID 64 has been created (Test ID 4, Question ID 25).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Formal training should occur,choice,c.	For employees who move to a new positions,False,0,SUCCESS: 200,"New Answer with ID 65 has been created (Test ID 4, Question ID 25).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Formal training should occur,choice,d.	For new employees and those who move to new position,True,100,SUCCESS: 200,"New Answer with ID 66 has been created (Test ID 4, Question ID 25).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Monitoring records must be,choice,a.	Accurate,False,0,SUCCESS: 200,"New Question with ID 26 has been created (Test ID 4). New Answer with ID 67 has been created (Test ID 4, Question ID 26).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Monitoring records must be,choice,b.	Legible,False,0,SUCCESS: 200,"New Answer with ID 68 has been created (Test ID 4, Question ID 26).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Monitoring records must be,choice,c.	Complete,False,0,SUCCESS: 200,"New Answer with ID 69 has been created (Test ID 4, Question ID 26).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Monitoring records must be,choice,d.	All the above,True,100,SUCCESS: 200,"New Answer with ID 70 has been created (Test ID 4, Question ID 26).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Sterilizer load records should contain,choice,a.	Items and quantity sterilized,True,100,SUCCESS: 200,"New Question with ID 27 has been created (Test ID 4). New Answer with ID 71 has been created (Test ID 4, Question ID 27).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Sterilizer load records should contain,choice,b.	Type of packaging used in the load,False,0,SUCCESS: 200,"New Answer with ID 72 has been created (Test ID 4, Question ID 27).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Sterilizer load records should contain,choice,c.	Preventative maintenance dates,False,0,SUCCESS: 200,"New Answer with ID 73 has been created (Test ID 4, Question ID 27).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Sterilizer load records should contain,choice,d.	All the above,False,0,SUCCESS: 200,"New Answer with ID 74 has been created (Test ID 4, Question ID 27).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,External indicators can prove an item is sterile when the sterilization cycle is complete,choice,TRUE,False,0,SUCCESS: 200,"New Question with ID 28 has been created (Test ID 4). New Answer with ID 75 has been created (Test ID 4, Question ID 28).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,External indicators can prove an item is sterile when the sterilization cycle is complete,choice,FALSE,True,100,SUCCESS: 200,"New Answer with ID 76 has been created (Test ID 4, Question ID 28).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Temperature and humidity levels need to be monitored and recorded,choice,"a.	Weekly, preferably daily",False,0,SUCCESS: 200,"New Question with ID 29 has been created (Test ID 4). New Answer with ID 77 has been created (Test ID 4, Question ID 29).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Temperature and humidity levels need to be monitored and recorded,choice,b.	For each shift,False,0,SUCCESS: 200,"New Answer with ID 78 has been created (Test ID 4, Question ID 29).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Temperature and humidity levels need to be monitored and recorded,choice,c.	At least daily,True,100,SUCCESS: 200,"New Answer with ID 79 has been created (Test ID 4, Question ID 29).",True
1029,ILT-0000-3769,Elearning-0000-172,CHANGE MANAGEMENT & TECHNOLOGY (PR2371),n13475,CHANGE MANAGEMENT & TECHNOLOGY (PR2371)- n13475,Temperature and humidity levels need to be monitored and recorded,choice,d.	At least monthly,False,0,SUCCESS: 200,"New Answer with ID 80 has been created (Test ID 4, Question ID 29).",True
