nl_course_id,docebo_id,docebo_code,Test_ID,Ques_ID,sequence,question_text,QuesAns_ID,answer_sequence,answer_text,correct
18629,2030,Questions-0000-152,n12766,n56058,0,"Each year, approximately______________ patients develop a healthcare associated infection",n185468,0,"a.	1 million",0
18629,2030,Questions-0000-152,n12766,n56058,1,"Each year, approximately______________ patients develop a healthcare associated infection",n185469,1,"b.	2 million",0
18629,2030,Questions-0000-152,n12766,n56058,2,"Each year, approximately______________ patients develop a healthcare associated infection",n185470,2,"c.	722,000",1
18629,2030,Questions-0000-152,n12766,n56058,3,"Each year, approximately______________ patients develop a healthcare associated infection",n185471,3,"d.	500,000",0
18629,2030,Questions-0000-152,n12766,n56059,0,Jewelry should NOT be worn in the Central Service department work areas because they,n185472,0,"a.	harbor bacteria",1
18629,2030,Questions-0000-152,n12766,n56059,1,Jewelry should NOT be worn in the Central Service department work areas because they,n185473,1,"b.	are expensive",0
18629,2030,Questions-0000-152,n12766,n56059,2,Jewelry should NOT be worn in the Central Service department work areas because they,n185474,2,"c.	may be damaged",0
18629,2030,Questions-0000-152,n12766,n56059,3,Jewelry should NOT be worn in the Central Service department work areas because they,n185475,3,"d.	may be misplaced or stolen",0
18629,2030,Questions-0000-152,n12766,n56060,0,"During handwashing, hands should be lathered and scrubbed for at least",n185476,0,"a.	10 seconds",0
18629,2030,Questions-0000-152,n12766,n56060,1,"During handwashing, hands should be lathered and scrubbed for at least",n185477,1,"b.	20 seconds",1
18629,2030,Questions-0000-152,n12766,n56060,2,"During handwashing, hands should be lathered and scrubbed for at least",n185478,2,"c.	1 minute",0
18629,2030,Questions-0000-152,n12766,n56060,3,"During handwashing, hands should be lathered and scrubbed for at least",n185479,3,"d.	2 minutes",0
18629,2030,Questions-0000-152,n12766,n56061,0,"To protect themselves from splashes and spills, Central Service technicians assigned to the decontamination area should wear",n185480,0,"a.	double-cloth gowns",0
18629,2030,Questions-0000-152,n12766,n56061,1,"To protect themselves from splashes and spills, Central Service technicians assigned to the decontamination area should wear",n185481,1,"b.	blue surgical scrubs",0
18629,2030,Questions-0000-152,n12766,n56061,2,"To protect themselves from splashes and spills, Central Service technicians assigned to the decontamination area should wear",n185482,2,"c.	fluid-resistant gowns",1
18629,2030,Questions-0000-152,n12766,n56061,3,"To protect themselves from splashes and spills, Central Service technicians assigned to the decontamination area should wear",n185483,3,"d.	sterile Operating Room gowns",0
18629,2030,Questions-0000-152,n12766,n56062,0,The main theory of standard precautions is,n185484,0,"a.	that patients in high-risk categories may be infectious",0
18629,2030,Questions-0000-152,n12766,n56062,1,The main theory of standard precautions is,n185485,1,"b.	that patients diagnosed with a specific disease may be infectious",0
18629,2030,Questions-0000-152,n12766,n56062,2,The main theory of standard precautions is,n185486,2,"c.	that patients are generally healthy unless they show symptoms of an infectious disease",0
18629,2030,Questions-0000-152,n12766,n56062,3,The main theory of standard precautions is,n185487,3,"d.	to treat all human blood and bodily fluids as infectious",1
18629,2030,Questions-0000-152,n12766,n56063,0,Which of the following is NOT a requirement of the Occupational Safety and Health Administration Bloodborne Pathogen Standard?,n185488,0,"a.	Provide hepatitis B vaccine to employees at no cost",0
18629,2030,Questions-0000-152,n12766,n56063,1,Which of the following is NOT a requirement of the Occupational Safety and Health Administration Bloodborne Pathogen Standard?,n185489,1,"b.	Observe standard precautions",0
18629,2030,Questions-0000-152,n12766,n56063,2,Which of the following is NOT a requirement of the Occupational Safety and Health Administration Bloodborne Pathogen Standard?,n185490,2,"c.	Keep biohazard areas locked",1
