course_id,course_code,docebo_code,course_name_input,course_name,test_id,test_name,type,question_title,answer_title,is_correct,score_if_correct,status,message,updated
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,This low-level disinfectant is incompatible with soap,a.	Alcohol,False,0,FAIL DUPLICATE TEST: 200,Duplicate Test. Existing test is SPD INTERNSHIP CHAPTER 9 - DISINFECTION- g13407,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,This low-level disinfectant is incompatible with soap,a.	Alcohol,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,This low-level disinfectant is incompatible with soap,b.	Phenol,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,This low-level disinfectant is incompatible with soap,c.	Quaternary ammonium compounds,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,This low-level disinfectant is incompatible with soap,d.	Ortho-phthalaldehyde,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,"When using glutaraldehyde, technicians should always wear latex gloves for protection",TRUE,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,"When using glutaraldehyde, technicians should always wear latex gloves for protection",FALSE,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,When using high-level disinfectants it is important to remember they may be deactivated by,a.	Alkylation,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,When using high-level disinfectants it is important to remember they may be deactivated by,b.	Organic matter,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,When using high-level disinfectants it is important to remember they may be deactivated by,c.	Oxidation,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,When using high-level disinfectants it is important to remember they may be deactivated by,d.	All the above,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,In an automated washer the key source of disinfection is,a.	Hydrogen peroxide,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,In an automated washer the key source of disinfection is,b.	Water temperature,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,In an automated washer the key source of disinfection is,c.	Heat,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,In an automated washer the key source of disinfection is,d.	Disinfecting detergent,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The use of test strips to test the minimum effective concentration in high-level disinfection solutions is required,"a.	Weekly, preferably daily",False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The use of test strips to test the minimum effective concentration in high-level disinfection solutions is required,b.	Daily,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The use of test strips to test the minimum effective concentration in high-level disinfection solutions is required,c.	Each time the solution will be used,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The use of test strips to test the minimum effective concentration in high-level disinfection solutions is required,d.	Only when manual soaking systems are used,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,"The use of heat to kill all microorganisms, except spores, is called",a.	Sterilization,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,"The use of heat to kill all microorganisms, except spores, is called",b.	Thermal disinfection,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,"The use of heat to kill all microorganisms, except spores, is called",c.	High-level disinfection,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,"The use of heat to kill all microorganisms, except spores, is called",d.	Mechanical disinfection,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,These chemicals are used on animate (living tissue) to slow the growth of microorganisms,a.	Glutaraldehydes,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,These chemicals are used on animate (living tissue) to slow the growth of microorganisms,b.	Disinfectants,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,These chemicals are used on animate (living tissue) to slow the growth of microorganisms,c.	Halogens,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,These chemicals are used on animate (living tissue) to slow the growth of microorganisms,d.	Antiseptics,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,Items that are introduced directly into the bloodstream or other normally sterile areas of the body are classified as,a.	Critical items,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,Items that are introduced directly into the bloodstream or other normally sterile areas of the body are classified as,b.	Semi-critical items,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,Items that are introduced directly into the bloodstream or other normally sterile areas of the body are classified as,c.	Non-critical items,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,Items that are introduced directly into the bloodstream or other normally sterile areas of the body are classified as,d.	Equipment,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The process by which all forms of microorganisms are completely destroyed is,a.	High-level disinfection,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The process by which all forms of microorganisms are completely destroyed is,b.	Thermal disinfection,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The process by which all forms of microorganisms are completely destroyed is,c.	Sterilization,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,The process by which all forms of microorganisms are completely destroyed is,d.	Chemical disinfection,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8710,,Elearning-0000-157,SPD INTERNSHIP CHAPTER 9 - DISINFECTION,,n13407,,choice,Iodophors are a member of this chemical family,a.	Halogens,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
