course_id,course_code,docebo_code,course_name_input,course_name,test_id,test_name,type,question_title,answer_title,is_correct,score_if_correct,status,message,updated
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,APV-CMV<br> APV-CMV functions similar to the conventional pressure-controlled modes with the exception that a target volume may be delivered.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate Test. Existing test is 2020 CHEROKEE RESPIRATORY ICU COMPETENCY- g12236,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,APV-CMV<br> APV-CMV functions similar to the conventional pressure-controlled modes with the exception that a target volume may be delivered.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,APV-CMV<br> APV-CMV functions similar to the conventional pressure-controlled modes with the exception that a target volume may be delivered.,FALSE,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",1. A only,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",2. C and D,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.","3. B, C, D",False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",4. C and E,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""�",A. 209mL - 314mL,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""�",B. 285mL - 365mL,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
10142,,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,,n12236,,choice,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""�",C. 350mL - 425mL,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
