course_id,course_code,course_name,test_id,ques_id,sequence,question_text,question_answer_id,answer_sequence,answer_text,correct
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53091,0,APV-CMV<br> APV-CMV functions similar to the conventional pressure-controlled modes with the exception that a target volume may be delivered.,174931,0,TRUE,1
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53091,0,APV-CMV<br> APV-CMV functions similar to the conventional pressure-controlled modes with the exception that a target volume may be delivered.,174932,1,FALSE,0
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53092,1,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",174933,0,1. A only,0
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53092,1,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",174934,1,2. C and D,0
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53092,1,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",174935,2,"3. B, C, D",0
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53092,1,"APV-CMV<br> Your patient remains intubated in APV-CMV mode after a small bowel resection: Vt 550mL, RR 16, PEEP 5. Fi02 50%. Exh Vt 575mL, Total RR 20, Sp02 99%. No pressors, no sedation.  All pain medications are PRN.   Patient is awake and follows commands.AM ABG results:  7.47 / 30 / 105 / 25 / 1.8.  EtC02 31.<br> What is the next appropriate course of action?<br> A. Report the ABG to the physician and make changes only if ordered.<br> B. Decrease the set rate to 12bpm.<br>  C. Decrease Fi02<br>  D. Decrease the Vt to 500mL.<br> E. Start the SBT using either ASV 100%MV or CPAP/PS, notify the physician and RN and document in the EMR.",174936,3,4. C and E,1
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53093,2,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""ù",174937,0,A. 209mL - 314mL,1
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53093,2,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""ù",174938,1,B. 285mL - 365mL,0
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53093,2,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""ù",174939,2,C. 350mL - 425mL,0
10142,Elearning-0000-1913,2020 CHEROKEE RESPIRATORY ICU COMPETENCY,n12236,53093,2,"Per the Mechanical Ventilator protocol, select the appropriate Vt for a female patient with ARDS - Height 5'2""ù",174940,3,D. 415mL - 505mL,0
