course_id,course_code,docebo_code,course_name_input,course_name,test_id,test_name,type,question_title,answer_title,is_correct,score_if_correct,status,message,updated
9604,,Elearning-0000-826,DIALYSIS COMMUNICATION UPDATE 2021(2),,n13664,,choice,I have read and understand the contents of the CBL Dialysis Communication Update 2021(2) and agree to follow the expectations outlined.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate Test. Existing test is DIALYSIS COMMUNICATION UPDATE 2021(2)- g13664,False
9604,,Elearning-0000-826,DIALYSIS COMMUNICATION UPDATE 2021(2),,n13664,,choice,I have read and understand the contents of the CBL Dialysis Communication Update 2021(2) and agree to follow the expectations outlined.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
9604,,Elearning-0000-826,DIALYSIS COMMUNICATION UPDATE 2021(2),,n13664,,choice,I have read and understand the contents of the CBL Dialysis Communication Update 2021(2) and agree to follow the expectations outlined.,FALSE,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
8342,,Elearning-0000-1218,COLOR BLINDNESS TEST FOR AMNIOTEST,,n2612,,choice,I certify that I completed the color blindness test and the results of my testing demonstrated one of the following:,"I had at least 10 correct responses for all of  the color plates.  Therefore, I have normal color vision.",True,100,FAIL DUPLICATE TEST: 200,Duplicate Test. Existing test is COLOR BLINDNESS TEST FOR AMNIOTEST- g2612,False
8342,,Elearning-0000-1218,COLOR BLINDNESS TEST FOR AMNIOTEST,,n2612,,choice,I certify that I completed the color blindness test and the results of my testing demonstrated one of the following:,"I had at least 10 correct responses for all of  the color plates.  Therefore, I have normal color vision.",True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
8342,,Elearning-0000-1218,COLOR BLINDNESS TEST FOR AMNIOTEST,,n2612,,choice,I certify that I completed the color blindness test and the results of my testing demonstrated one of the following:,"I had 5 or more plates with incorrect responses.  Therefore, I may have a color vision defect.  I certify that I will bring this to the attention of my supervisor before I proceed in interpreting any tests that require interpretation of color changes.",False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
9530,,Elearning-0000-759,C-250 - ADCT301-002 AMENDMENT 4,,n5313,,choice,I have read and understand the contents of the C-250 - ADCT301-002 AMENDMENT 4 CBL.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate Test. Existing test is C-250 - ADCT301-002 AMENDMENT 4- g5313,False
9530,,Elearning-0000-759,C-250 - ADCT301-002 AMENDMENT 4,,n5313,,choice,I have read and understand the contents of the C-250 - ADCT301-002 AMENDMENT 4 CBL.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate test,False
9530,,Elearning-0000-759,C-250 - ADCT301-002 AMENDMENT 4,,n5313,,choice,I have read and understand the contents of the C-250 - ADCT301-002 AMENDMENT 4 CBL.,FALSE,False,0,FAIL DUPLICATE TEST: 200,Duplicate test,False
9529,,Elearning-0000-758,C-272 - SGN33A VERSION 03.27.17,,n5314,,choice,I have read and understand the contents of the C-272 - SGN33A VERSION 03.27.17 CBL.,TRUE,True,100,FAIL DUPLICATE TEST: 200,Duplicate Test. Existing test is C-272 - SGN33A VERSION 03.27.17- g5314,False
