course_id,course_code,course_name,test_id,ques_id,sequence,question_text,question_answer_id,answer_sequence,answer_text,correct
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64495,0,Please list the location for this activity.,215327,0,Atlanta,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64495,0,Please list the location for this activity.,215328,1,Cherokee,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64495,0,Please list the location for this activity.,215329,2,Forsyth,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64495,0,Please list the location for this activity.,215330,3,Other,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64496,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to identify neonates with serious heart disease.</ol>",215331,0,Strongly Agree,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64496,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to identify neonates with serious heart disease.</ol>",215332,1,Agree,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64496,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to identify neonates with serious heart disease.</ol>",215333,2,No Opinion,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64496,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to identify neonates with serious heart disease.</ol>",215334,3,Disagree,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64496,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to identify neonates with serious heart disease.</ol>",215335,4,Strongly Disagree,0
9854,Questions-0000-145,SCN CLINICAL UPDATE 2021- SESSION II (EVALUATION SURVEY) NSA 8.11.21,n14068,64497,2,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to list 4 predominate causes of cyanosis</ol>",215336,0,Strongly Agree,0
