nl_id,docebo_id,docebo_code,newTest_ID,newQues_ID,sequence,question_text,newQuesAns_ID,answer_sequence,answer_text,correct,course_name
15712,4074,ILT-0000-18057,g9971,g51305,0,I acknowledge that I have read and understand this CBL,g168741,0,TRUE,1,RCT: INSURANCE UNIVERSITY
15712,4074,ILT-0000-18057,g9971,g51305,1,I acknowledge that I have read and understand this CBL,g168742,1,FALSE,0,RCT: INSURANCE UNIVERSITY
15708,4057,ILT-0000-18039,g9970,g51304,0,I acknowledge that I have read and understand this CBL,g168739,0,TRUE,1,RCT: CONFIDENT COLLECTOR UNIVERSITY
15708,4057,ILT-0000-18039,g9970,g51304,1,I acknowledge that I have read and understand this CBL,g168740,1,FALSE,0,RCT: CONFIDENT COLLECTOR UNIVERSITY
15715,8942,Elearning-0000-224,g9969,g51303,0,I acknowledge that I have read and completely understand this CBL.,g168737,0,TRUE,1,RCT: ACCOUNT RESOLUTION UNIVERSITY CBL
15715,8942,Elearning-0000-224,g9969,g51303,1,I acknowledge that I have read and completely understand this CBL.,g168738,1,FALSE,0,RCT: ACCOUNT RESOLUTION UNIVERSITY CBL
15707,9085,Elearning-0000-354,g9967,g51301,0,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168733,0,TRUE,1,NSH 1251 AMENDMENT 2
15707,9085,Elearning-0000-354,g9967,g51301,1,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168734,1,FALSE,0,NSH 1251 AMENDMENT 2
15710,9060,Elearning-0000-331,g9966,g51299,0,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168729,0,TRUE,1,NSH 1170 AMENDMENT 7
15710,9060,Elearning-0000-331,g9966,g51299,1,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168730,1,FALSE,0,NSH 1170 AMENDMENT 7
15714,289,SCORM-0000-99,g9965,g51300,0,"I acknowledge that I have read and understand the ""Prevention of Information Blocking"" CBL in its entirety.",g168731,0,TRUE,1,PREVENTION OF INFORMATION BLOCKING
15714,289,SCORM-0000-99,g9965,g51300,1,"I acknowledge that I have read and understand the ""Prevention of Information Blocking"" CBL in its entirety.",g168732,1,FALSE,0,PREVENTION OF INFORMATION BLOCKING
15711,9055,Elearning-0000-327,g9964,g51298,0,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168727,0,TRUE,1,NSH 1184 VERSION 4.0
15711,9055,Elearning-0000-327,g9964,g51298,1,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168728,1,FALSE,0,NSH 1184 VERSION 4.0
15713,9052,Elearning-0000-324,g9963,g51297,0,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168725,0,TRUE,1,NSH 1216 AMENDMENT 2
15713,9052,Elearning-0000-324,g9963,g51297,1,"For questions about these statements, contact your manager.<br><br>  I have reviewed the <CBL Name> CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",g168726,1,FALSE,0,NSH 1216 AMENDMENT 2
15703,9403,Elearning-0000-643,g9958,g51283,0,"As you sit down to chart you notice a message with a threat written on it, you shouldΓÇª",g168679,0,Throw it in the trash can immediately,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51283,1,"As you sit down to chart you notice a message with a threat written on it, you shouldΓÇª",g168680,1,Pick it up and take it to your charge RN or supervisor,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51283,2,"As you sit down to chart you notice a message with a threat written on it, you shouldΓÇª",g168681,2,"Handle the message as little as possible, call security and place message in clean plastic bag",0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51283,3,"As you sit down to chart you notice a message with a threat written on it, you shouldΓÇª",g168682,3,"Call charge RN, supervisor and security and sweep the area for anything that looks suspicious",0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51283,4,"As you sit down to chart you notice a message with a threat written on it, you shouldΓÇª",g168683,4,Both C and D,1,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51284,0,The best place to find policies for any emergency is,g168684,0,Lucidoc,1,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51284,1,The best place to find policies for any emergency is,g168685,1,Netlearning,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51284,2,The best place to find policies for any emergency is,g168686,2,The news,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51285,0,You are consulting on a woman who has preeclampsia and gestational diabetes when she begins to have difficulty speaking and facial drooping. You expect that she may be having a stroke related to high blood pressure. What would you do first?,g168687,0,Attempt to get her to talk to you. Maybe this is temporary,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51285,1,You are consulting on a woman who has preeclampsia and gestational diabetes when she begins to have difficulty speaking and facial drooping. You expect that she may be having a stroke related to high blood pressure. What would you do first?,g168688,1,"Call for help immediately, a stroke needs to be treated as soon as possible",1,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51285,2,You are consulting on a woman who has preeclampsia and gestational diabetes when she begins to have difficulty speaking and facial drooping. You expect that she may be having a stroke related to high blood pressure. What would you do first?,g168689,2,Get a blood sugar,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51286,0,The correct steps to a successful resuscitation in order of priority areΓÇª,g168690,0,"Activate Emergency Response, defibrillate, chest compressions, ventilate and suction",0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51286,1,The correct steps to a successful resuscitation in order of priority areΓÇª,g168691,1,"Activate Emergency Response, chest compressions, defibrillate, ventilate, and suction",1,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51286,2,The correct steps to a successful resuscitation in order of priority areΓÇª,g168692,2,"Chest compressions, defibrillate, activate emergency response, ventilate and suction",0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51286,3,The correct steps to a successful resuscitation in order of priority areΓÇª,g168693,3,"Ventilate and suction, chest compressions, activate emergency response and defibrillate",0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51287,0,The correct rate for chest compressions on an adult is 100-120 compressions per minute,g168694,0,TRUE,1,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51287,1,The correct rate for chest compressions on an adult is 100-120 compressions per minute,g168695,1,FALSE,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51288,0,What is a special consideration when performing CPR on a pregnant woman?,g168696,0,Call 911 faster,0,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51288,1,What is a special consideration when performing CPR on a pregnant woman?,g168697,1,Displace the gravid uterus to the left with a pillow or clothing item to help facilitate blood flow to the baby,1,EMERGENCIES IN DNE
15703,9403,Elearning-0000-643,g9958,g51288,2,What is a special consideration when performing CPR on a pregnant woman?,g168698,2,Consider they are more tolerant to compressions because of increased blood flow,0,EMERGENCIES IN DNE
15702,8109,Elearning-0000-1008,g9957,g51277,0,What is a reason for delayed Postpartum Hemorrhage (PPH)?,g168656,0,A. Infection,0,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION
15702,8109,Elearning-0000-1008,g9957,g51277,1,What is a reason for delayed Postpartum Hemorrhage (PPH)?,g168657,1,B. Subinvolution of uterus,0,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION
15702,8109,Elearning-0000-1008,g9957,g51277,2,What is a reason for delayed Postpartum Hemorrhage (PPH)?,g168658,2,C. Retained products of conception,0,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION
15702,8109,Elearning-0000-1008,g9957,g51277,3,What is a reason for delayed Postpartum Hemorrhage (PPH)?,g168659,3,D. All of the above,1,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION
